% Created by Marsyas
@relation /home/tim/Temp/genres.arff
@attribute Mean_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Mean_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Mean_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC0_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC1_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC2_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC3_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC4_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC5_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC6_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC7_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC8_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC9_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC10_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC11_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute Std_Acc5_Std_Mem20_MFCC12_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0 real
@attribute output {Electric,Rap,Rock}


@data
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/01 - greatest hits - billy idol - dancing with myself.wav
% srate 86.1328
-40.393148,3.815409,-0.488763,1.150300,-0.081177,0.261273,-0.173405,-0.026190,0.354429,0.000988,0.299494,0.110259,0.269843,1.335537,0.849705,0.765984,0.726045,0.689072,0.589219,0.569815,0.571096,0.524618,0.526995,0.511189,0.481095,0.459422,2.247127,0.811858,0.606317,0.647687,0.525720,0.455229,0.443944,0.408255,0.350929,0.347062,0.329523,0.316391,0.278657,1.597305,0.291141,0.249842,0.222373,0.197858,0.139200,0.119871,0.132037,0.102097,0.120457,0.108877,0.099075,0.090406,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/02 - greatest hits - billy idol - mony mony.wav
% srate 86.132812
-41.768548,2.856877,-0.208041,0.421587,0.141399,-0.015241,0.313682,0.371152,0.282396,0.062971,0.237071,0.226914,0.071950,1.380625,0.673358,0.674121,0.679606,0.606717,0.588861,0.556320,0.555045,0.527537,0.517720,0.489832,0.481999,0.460116,1.998920,0.614135,0.760997,0.882722,0.467579,0.564276,0.381176,0.427209,0.421820,0.351568,0.380776,0.348439,0.320511,1.063233,0.161620,0.194350,0.206663,0.142743,0.136332,0.116240,0.120298,0.112215,0.104878,0.112669,0.101229,0.091015,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/03 - greatest hits - billy idol - hot in the city.wav
% srate 86.132812
-42.201323,3.221351,0.540370,0.607164,0.122842,0.135223,0.163409,0.069700,0.062055,0.041427,0.087689,0.217079,0.159964,1.462259,0.799130,0.667767,0.666861,0.618879,0.553344,0.551627,0.543199,0.518149,0.510207,0.504929,0.460318,0.458495,2.703092,1.115142,0.756129,0.846465,0.623308,0.459150,0.421252,0.409258,0.344865,0.352063,0.360701,0.331168,0.296709,1.812564,0.263476,0.186395,0.168321,0.151009,0.113715,0.104520,0.114310,0.102814,0.104637,0.104165,0.095276,0.088754,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/04 - Fat Bottomed Girls.wav
% srate 86.132812
-52.181983,4.138358,-0.890001,2.205606,-0.430236,0.364588,0.478199,0.660575,0.547506,0.464059,0.099002,-0.184098,0.016215,1.539890,0.933817,0.777908,0.676071,0.656675,0.597115,0.568936,0.559243,0.506683,0.502646,0.481999,0.513025,0.447570,5.544249,1.239515,0.981315,0.888708,0.674697,0.559331,0.352481,0.374681,0.287940,0.356868,0.288901,0.366935,0.278082,1.201641,0.390322,0.369447,0.239727,0.199610,0.166640,0.152575,0.131351,0.111633,0.104958,0.104643,0.119977,0.086891,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/04 - greatest hits - billy idol - white wedding (part 1).wav
% srate 86.132812
-47.256991,3.953206,2.182753,0.906204,0.839790,0.199329,0.412563,0.167514,-0.060068,0.058244,0.262443,0.165415,0.043345,2.930862,1.454721,1.143797,0.842211,0.649960,0.580188,0.556880,0.561162,0.526753,0.493960,0.500682,0.441597,0.443858,3.917618,1.350350,1.562325,0.597348,0.560249,0.519689,0.339447,0.394545,0.305892,0.315767,0.257371,0.242051,0.239977,2.104112,0.545075,0.353181,0.231114,0.174469,0.132398,0.115469,0.122185,0.118233,0.102417,0.127752,0.088915,0.089098,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/04-I Want A New Drug.wav
% srate 86.132812
-45.962925,3.546566,-0.953524,1.279704,-0.148924,0.255602,-0.031771,0.177719,-0.146144,0.253852,0.112090,0.052170,0.024795,1.432068,0.919031,0.713454,0.676776,0.630504,0.582531,0.581981,0.527945,0.522717,0.500910,0.507120,0.477006,0.460703,2.174793,1.095807,0.869555,0.895039,0.606452,0.380465,0.416926,0.333648,0.336337,0.356795,0.347702,0.331337,0.289888,0.902868,0.383049,0.214815,0.242379,0.187795,0.129212,0.135121,0.131978,0.113538,0.109176,0.111750,0.098013,0.111611,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/05 - greatest hits - billy idol - rebel yell.wav
% srate 86.132812
-43.685549,2.739831,0.171998,1.701980,-0.012778,0.547355,0.165111,0.159183,0.196270,0.401759,0.322897,0.215788,0.286129,1.553922,0.871631,0.770333,0.715451,0.659314,0.595478,0.564312,0.544619,0.544798,0.552136,0.495926,0.482038,0.454193,2.921853,0.935554,1.022407,0.824350,0.640978,0.575579,0.462010,0.441146,0.361105,0.415868,0.349829,0.320700,0.250597,1.688985,0.345965,0.241012,0.218701,0.181688,0.135379,0.119566,0.119246,0.115455,0.126356,0.103821,0.102469,0.087417,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/(09) run like hell - pink floyd.wav
% srate 86.132812
-48.099145,4.131301,-0.092010,1.682557,-0.199638,0.587614,-0.171414,0.359686,0.190590,0.402328,0.278380,0.039770,0.169622,1.747003,0.839055,0.736289,0.636343,0.641679,0.568776,0.578542,0.553112,0.513405,0.508388,0.494649,0.476570,0.453700,3.198859,1.408046,0.598606,0.527047,0.689649,0.299135,0.303180,0.325847,0.265614,0.243517,0.247977,0.324315,0.249646,1.105803,0.327879,0.203957,0.141694,0.147053,0.123041,0.121995,0.106604,0.100584,0.088500,0.091367,0.090616,0.085384,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/AC-DC - Get It Hot - Highway to Hell.wav
% srate 86.132812
-46.214870,3.153336,-0.754134,1.768575,0.241173,0.717629,0.242981,0.485367,0.033201,-0.074607,0.060443,0.280071,0.204699,1.799948,0.781195,0.877126,0.638888,0.631834,0.573011,0.576874,0.548382,0.549459,0.518369,0.516687,0.496014,0.478287,2.248531,0.799521,1.069278,0.610467,0.569447,0.435881,0.387897,0.327402,0.391104,0.432541,0.355357,0.333594,0.331479,1.159640,0.226848,0.347725,0.188331,0.156461,0.147733,0.153018,0.134091,0.131523,0.125608,0.119190,0.129058,0.115491,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/AC-DC - Girls Got Rhythm - Highway to Hell.wav
% srate 86.132812
-45.377703,4.060007,-0.722905,1.226076,0.019687,0.384261,-0.047947,0.341537,0.037222,-0.096497,-0.045667,0.006177,0.006436,1.764885,0.897038,0.860183,0.659231,0.663381,0.571942,0.592292,0.553437,0.544334,0.523061,0.533006,0.513434,0.469872,2.458762,0.905777,0.939284,0.516147,0.520644,0.411402,0.335900,0.413146,0.398667,0.348024,0.409417,0.383114,0.323707,1.017178,0.328407,0.325189,0.193746,0.180011,0.134179,0.137662,0.133334,0.136245,0.132649,0.134857,0.135772,0.110316,Rock
% filename /home/tim/PycharmProjects/MusicClassifier/Wavs_Short/Rock_Short/AC-DC - Highway to Hell - Highway to Hell.wav
% srate 86.132812
